المعرف,وثيقته,النمط,نصه
SCN-073,E-03,إلزام,"يجب أن تُعرض شاشةُ «صفاتي والتبديل بينها» لـالتمويل والملكية بنطاق ما يخصّه هو § SCN-073 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-074,E-03,إلزام,"يجب أن تُعرض شاشةُ «صفاتي والتبديل بينها» لـمركز البلاغات بنطاق ما يخصّه هو § SCN-074 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-075,E-03,إلزام,"يجب أن تُعرض شاشةُ «صفاتي والتبديل بينها» لـالحوكمة والالتزام بنطاق ما يخصّه هو § SCN-075 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-076,E-03,"إتاحة شاشة","يجب أن تُتاح شاشةُ «تغيير كلمة المرور» لـمساحة عملي بنطاق ما يخصّه هو § SCN-076 § اختبارُ ظهور: تظهر الشاشةُ للدور المالك بنطاقها ولا تظهر لمن لا صلاحيةَ له"
SCN-077,E-03,إلزام,"يجب أن تحمل شاشةُ «تغيير كلمة المرور» أعمدتَها المعتمدةَ وعددُها 19 عمودًا § SCN-077 § اختبارُ اكتمال: كلُّ عمودٍ معتمدٍ موجودٌ وصفرُ عمودٍ غيرِ معرَّف"
SCN-078,E-03,إلزام,"يجب أن يُنفَّذ فعلُ «تغييرُ كلمة المرور» من شاشة «تغيير كلمة المرور» بواسطة الموظف، فيُكتب في users · security_log ويُنشر الحدثُ PasswordChanged ويستهلكه الحوكمة § SCN-078 § اختبارُ أثر: تنفيذُ الفعل يُحدث الجلساتُ الأخرى تُنهى · والتغييرُ يُسجَّل في سجل الأمن"
SCN-079,E-03,إلزام,"يجب أن تُعرض شاشةُ «تغيير كلمة المرور» لـإدارة الموقع بنطاق ما يخصّه هو § SCN-079 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-080,E-03,إلزام,"يجب أن تُعرض شاشةُ «تغيير كلمة المرور» لـإدارة التشغيل بنطاق ما يخصّه هو § SCN-080 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-081,E-03,إلزام,"يجب أن تُعرض شاشةُ «تغيير كلمة المرور» لـإدارة الصيانة بنطاق ما يخصّه هو § SCN-081 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-082,E-03,إلزام,"يجب أن تُعرض شاشةُ «تغيير كلمة المرور» لـالنقل والترحيل بنطاق ما يخصّه هو § SCN-082 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-083,E-03,إلزام,"يجب أن تُعرض شاشةُ «تغيير كلمة المرور» لـالمشتريات بنطاق ما يخصّه هو § SCN-083 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-084,E-03,إلزام,"يجب أن تُعرض شاشةُ «تغيير كلمة المرور» لـالمخازن بنطاق ما يخصّه هو § SCN-084 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-085,E-03,إلزام,"يجب أن تُعرض شاشةُ «تغيير كلمة المرور» لـالمبيعات والعقود بنطاق ما يخصّه هو § SCN-085 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-086,E-03,إلزام,"يجب أن تُعرض شاشةُ «تغيير كلمة المرور» لـإدارة الموردين بنطاق ما يخصّه هو § SCN-086 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-087,E-03,إلزام,"يجب أن تُعرض شاشةُ «تغيير كلمة المرور» لـالقوى التشغيلية بنطاق ما يخصّه هو § SCN-087 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-088,E-03,إلزام,"يجب أن تُعرض شاشةُ «تغيير كلمة المرور» لـإدارة الأسطول بنطاق ما يخصّه هو § SCN-088 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-089,E-03,إلزام,"يجب أن تُعرض شاشةُ «تغيير كلمة المرور» لـالموارد البشرية بنطاق ما يخصّه هو § SCN-089 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-090,E-03,إلزام,"يجب أن تُعرض شاشةُ «تغيير كلمة المرور» لـالمالية والخزينة بنطاق ما يخصّه هو § SCN-090 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-091,E-03,إلزام,"يجب أن تُعرض شاشةُ «تغيير كلمة المرور» لـالتمويل والملكية بنطاق ما يخصّه هو § SCN-091 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-092,E-03,إلزام,"يجب أن تُعرض شاشةُ «تغيير كلمة المرور» لـمركز البلاغات بنطاق ما يخصّه هو § SCN-092 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-093,E-03,إلزام,"يجب أن تُعرض شاشةُ «تغيير كلمة المرور» لـالحوكمة والالتزام بنطاق ما يخصّه هو § SCN-093 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-1073,M-14,"إتاحة شاشة","يجب أن تُتاح شاشةُ «سجل الأسماء المعتمدة» لـالحوكمة والالتزام بنطاق كل الكيانات § SCN-1073 § اختبارُ ظهور: تظهر الشاشةُ للدور المالك بنطاقها ولا تظهر لمن لا صلاحيةَ له"
SCN-1074,M-14,أخرى,"وأولُها الكيان · رقم السجل · نوع الكيان · الاسم المعتمد · الاسم القانوني الكامل · المرادفات المسجَّلة. § SCN-1074 § اختبارُ اكتمال: كلُّ عمودٍ معتمدٍ موجودٌ وصفرُ عمودٍ غيرِ معرَّف"
SCN-1075,M-14,أخرى,"وأثرُه: السجلاتُ المرتبطةُ بالمرادف تُحوَّل للمعتمد · والمرادفُ يبقى للبحث ولا يُنشئ كيانًا · والتكرارُ يُمنع مستقبلًا. § SCN-1075 § اختبارُ أثر: تنفيذُ الفعل يُحدث السجلاتُ المرتبطةُ بالمرادف تُحوَّل للمعتمد · والمرادفُ يبقى"
SCN-1076,M-14,إلزام,"يجب أن يقبل فعلُ «دمجُ مرادفٍ في الاسم المعتمد» عكسًا — نطاقُ الحكم § SCN-1076 § اختبارُ عكس: العكسُ يُنشئ حركةً مقابلةً بمرجع الأصل"
SCN-1077,M-14,إلزام,"يجب أن تُعرض شاشةُ «سجل الأسماء المعتمدة» لـالمبيعات والعقود بنطاق عملائه § SCN-1077 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-1078,M-14,إلزام,"يجب أن تُعرض شاشةُ «سجل الأسماء المعتمدة» لـإدارة الموردين بنطاق مورديه § SCN-1078 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-1079,M-14,إلزام,"يجب أن تُعرض شاشةُ «سجل الأسماء المعتمدة» لـالمالية والخزينة بنطاق الكل § SCN-1079 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-1080,M-14,إلزام,"يجب أن تُعرض شاشةُ «سجل الأسماء المعتمدة» لـالموارد البشرية بنطاق الموظفون § SCN-1080 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-113,M-14,"إتاحة شاشة","يجب أن تُتاح شاشةُ «صندوق ما ينتظر اعتمادي» لـالحوكمة والالتزام بنطاق نطاقُه وسقفُه § SCN-113 § اختبارُ ظهور: تظهر الشاشةُ للدور المالك بنطاقها ولا تظهر لمن لا صلاحيةَ له"
SCN-114,M-14,إلزام,"يجب أن تحمل شاشةُ «صندوق ما ينتظر اعتمادي» أعمدتَها المعتمدةَ وعددُها 26 عمودًا § SCN-114 § اختبارُ اكتمال: كلُّ عمودٍ معتمدٍ موجودٌ وصفرُ عمودٍ غيرِ معرَّف"
SCN-115,M-14,إلزام,"يجب أن يُنفَّذ فعلُ «اعتمادٌ في سقفي» من شاشة «صندوق ما ينتظر اعتمادي» بواسطة المعتمِد، فيُكتب في approvals · audit ويُنشر الحدثُ ApprovalGranted ويستهلكه الحلقةُ التالية § SCN-115 § اختبارُ أثر: تنفيذُ الفعل يُحدث المستندُ ينتقل · والتوقيعُ يُسجَّل بمرجع التفويض"
SCN-116,M-14,إلزام,"يجب أن يقبل فعلُ «اعتمادٌ في سقفي» عكسًا: سحبٌ بقرارٍ موثَّق. § — ذريّ § اختبارُ عكس: العكسُ يُنشئ حركةً مقابلةً بمرجع الأصل"
SCN-117,M-14,إلزام,"يجب أن يُنفَّذ فعلُ «رفضٌ بسببٍ محكوم» من شاشة «صندوق ما ينتظر اعتمادي» بواسطة المعتمِد، فيُكتب في approvals · reasons ويُنشر الحدثُ ApprovalRejected ويستهلكه المُنشئ · المسار § SCN-117 § اختبارُ أثر: تنفيذُ الفعل يُحدث المستندُ يعود لمُنشئه بسببٍ من قائمةٍ محكومة — ويُقاس السببُ"
SCN-118,M-14,إلزام,"يجب أن يقبل فعلُ «رفضٌ بسببٍ محكوم» عكسًا: إعادةُ رفعٍ بعد التصحيح. § — ذريّ § اختبارُ عكس: العكسُ يُنشئ حركةً مقابلةً بمرجع الأصل"
SCN-119,M-14,إلزام,"يجب أن يُنفَّذ فعلُ «إعادةٌ للتصحيح» من شاشة «صندوق ما ينتظر اعتمادي» بواسطة المعتمِد، فيُكتب في approvals ويُنشر الحدثُ ApprovalReturned ويستهلكه المُنشئ § SCN-119 § اختبارُ أثر: تنفيذُ الفعل يُحدث المستندُ يعود قابلًا للتعديل · والمهلةُ تتوقف حتى إعادة الرف"
SCN-120,M-14,إلزام,"يجب أن تُعرض شاشةُ «صندوق ما ينتظر اعتمادي» لـإدارة الموقع بنطاق نطاقُه وسقفُه § SCN-120 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-121,M-14,إلزام,"يجب أن تُعرض شاشةُ «صندوق ما ينتظر اعتمادي» لـإدارة التشغيل بنطاق نطاقُه وسقفُه § SCN-121 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-122,M-14,إلزام,"يجب أن تُعرض شاشةُ «صندوق ما ينتظر اعتمادي» لـإدارة الصيانة بنطاق نطاقُه وسقفُه § SCN-122 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-123,M-14,إلزام,"يجب أن تُعرض شاشةُ «صندوق ما ينتظر اعتمادي» لـالنقل والترحيل بنطاق نطاقُه وسقفُه § SCN-123 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-124,M-14,إلزام,"يجب أن تُعرض شاشةُ «صندوق ما ينتظر اعتمادي» لـالمشتريات بنطاق نطاقُه وسقفُه § SCN-124 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-125,M-14,إلزام,"يجب أن تُعرض شاشةُ «صندوق ما ينتظر اعتمادي» لـالمخازن بنطاق نطاقُه وسقفُه § SCN-125 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
SCN-126,M-14,إلزام,"يجب أن تُعرض شاشةُ «صندوق ما ينتظر اعتمادي» لـالمبيعات والعقود بنطاق نطاقُه وسقفُه § SCN-126 § اختبارُ حجب: المحجوبُ لا يُصيَّر ولا يُقبل نداؤه في الخادم"
