الإدارة,الترتيب,المرحلة,المجموعة,الشاشة,"المستند الناتج","الدور المسؤول","الحالة التالية"
"ادارة التشغيل",99.9900.50,"خارج الوثيقة — بانتظار قرار المالك","أخرى — للمراجعة","أحكام العميل والمورد والمشغّل · Finance/unit_records_fin.php","claims · claim_lines · claims.approved · org_assignments · org_structure · versions · penalties  [nav09_map]","إدارة المالية","البندُ يدخل المستخلصَ خصمًا أو إضافة · والمحمَّلُ على المورد يدخل تسويتَه · الفاتورةُ تُفتح · والذمةُ المدينةُ تُسجَّل · ومهلةُ السداد تبدأ · المكلَّفُ يعمل في نطاق التكليف ومدته · والصلاحيةُ تُشتق منه · وينتهي آليًّا بانقضائه · الوحداتُ المعتمدةُ تُدرج ب  [nav09_map]"
"ادارة التشغيل",99.9900.50,"خارج الوثيقة — بانتظار قرار المالك","أخرى — للمراجعة","ميزانية إدارتي · Finance/budget_form_fin.php","claims · claim_lines · claims.approved · org_assignments · org_structure · versions · penalties  [nav09_map]","إدارة المالية","البندُ يدخل المستخلصَ خصمًا أو إضافة · والمحمَّلُ على المورد يدخل تسويتَه · الفاتورةُ تُفتح · والذمةُ المدينةُ تُسجَّل · ومهلةُ السداد تبدأ · المكلَّفُ يعمل في نطاق التكليف ومدته · والصلاحيةُ تُشتق منه · وينتهي آليًّا بانقضائه · الوحداتُ المعتمدةُ تُدرج ب  [nav09_map]"
"ادارة التشغيل",99.9900.50,"خارج الوثيقة — بانتظار قرار المالك","أخرى — للمراجعة","سجل الأحداث المالية · Finance/events_list_fin.php","claims · claim_lines · claims.approved · org_assignments · org_structure · versions · penalties  [nav09_map]","إدارة المالية","البندُ يدخل المستخلصَ خصمًا أو إضافة · والمحمَّلُ على المورد يدخل تسويتَه · الفاتورةُ تُفتح · والذمةُ المدينةُ تُسجَّل · ومهلةُ السداد تبدأ · المكلَّفُ يعمل في نطاق التكليف ومدته · والصلاحيةُ تُشتق منه · وينتهي آليًّا بانقضائه · الوحداتُ المعتمدةُ تُدرج ب  [nav09_map]"
"ادارة التشغيل",99.9900.50,"خارج الوثيقة — بانتظار قرار المالك","أخرى — للمراجعة","مركز التقارير · Reports/reports.php","claims · claim_lines · claims.approved · org_assignments · org_structure · versions · penalties  [nav09_map]","ادارة التشغيل","البندُ يدخل المستخلصَ خصمًا أو إضافة · والمحمَّلُ على المورد يدخل تسويتَه · الفاتورةُ تُفتح · والذمةُ المدينةُ تُسجَّل · ومهلةُ السداد تبدأ · المكلَّفُ يعمل في نطاق التكليف ومدته · والصلاحيةُ تُشتق منه · وينتهي آليًّا بانقضائه · الوحداتُ المعتمدةُ تُدرج ب  [nav09_map]"
"ادارة التشغيل",99.9900.50,"خارج الوثيقة — بانتظار قرار المالك","أخرى — للمراجعة","التكاليف والربحية · Finance/cost_report_fin.php","claims · claim_lines · claims.approved · org_assignments · org_structure · versions · penalties  [nav09_map]","إدارة المالية","البندُ يدخل المستخلصَ خصمًا أو إضافة · والمحمَّلُ على المورد يدخل تسويتَه · الفاتورةُ تُفتح · والذمةُ المدينةُ تُسجَّل · ومهلةُ السداد تبدأ · المكلَّفُ يعمل في نطاق التكليف ومدته · والصلاحيةُ تُشتق منه · وينتهي آليًّا بانقضائه · الوحداتُ المعتمدةُ تُدرج ب  [nav09_map]"
"ادارة التشغيل",99.9900.50,"خارج الوثيقة — بانتظار قرار المالك","أخرى — للمراجعة","أنواع المعدات · Equipments/equipments_types.php","claims · claim_lines · claims.approved · org_assignments · org_structure · versions · penalties  [nav09_map]","ادارة التشغيل","البندُ يدخل المستخلصَ خصمًا أو إضافة · والمحمَّلُ على المورد يدخل تسويتَه · الفاتورةُ تُفتح · والذمةُ المدينةُ تُسجَّل · ومهلةُ السداد تبدأ · المكلَّفُ يعمل في نطاق التكليف ومدته · والصلاحيةُ تُشتق منه · وينتهي آليًّا بانقضائه · الوحداتُ المعتمدةُ تُدرج ب  [nav09_map]"
"ادارة التشغيل",99.9900.50,"خارج الوثيقة — بانتظار قرار المالك","أخرى — للمراجعة","سجل النشاط · ActivityLogs/activity_logs.php","claims · claim_lines · claims.approved · org_assignments · org_structure · versions · penalties  [nav09_map]","ادارة التشغيل","البندُ يدخل المستخلصَ خصمًا أو إضافة · والمحمَّلُ على المورد يدخل تسويتَه · الفاتورةُ تُفتح · والذمةُ المدينةُ تُسجَّل · ومهلةُ السداد تبدأ · المكلَّفُ يعمل في نطاق التكليف ومدته · والصلاحيةُ تُشتق منه · وينتهي آليًّا بانقضائه · الوحداتُ المعتمدةُ تُدرج ب  [nav09_map]"
"ادارة التشغيل",99.9901.50,"خارج الوثيقة — بانتظار قرار المالك","أخرى — للمراجعة (ب)","الإعدادات · Settings/settings.php","claims · claim_lines · claims.approved · org_assignments · org_structure · versions · penalties  [nav09_map]","ادارة التشغيل","البندُ يدخل المستخلصَ خصمًا أو إضافة · والمحمَّلُ على المورد يدخل تسويتَه · الفاتورةُ تُفتح · والذمةُ المدينةُ تُسجَّل · ومهلةُ السداد تبدأ · المكلَّفُ يعمل في نطاق التكليف ومدته · والصلاحيةُ تُشتق منه · وينتهي آليًّا بانقضائه · الوحداتُ المعتمدةُ تُدرج ب  [nav09_map]"
"ادارة التشغيل",99.9901.50,"خارج الوثيقة — بانتظار قرار المالك","أخرى — للمراجعة (ب)","لوحة الإدارة · main/role_board.php","claims · claim_lines · claims.approved · org_assignments · org_structure · versions · penalties  [nav09_map]","إدارة الصلاحيات","البندُ يدخل المستخلصَ خصمًا أو إضافة · والمحمَّلُ على المورد يدخل تسويتَه · الفاتورةُ تُفتح · والذمةُ المدينةُ تُسجَّل · ومهلةُ السداد تبدأ · المكلَّفُ يعمل في نطاق التكليف ومدته · والصلاحيةُ تُشتق منه · وينتهي آليًّا بانقضائه · الوحداتُ المعتمدةُ تُدرج ب  [nav09_map]"
"ادارة التشغيل",99.9901.50,"خارج الوثيقة — بانتظار قرار المالك","أخرى — للمراجعة (ب)","المستخلصات · Contracts/claims.php","claims · claim_lines · claims.approved · org_assignments · org_structure · versions · penalties  [nav09_map]","ادارة المبيعات","البندُ يدخل المستخلصَ خصمًا أو إضافة · والمحمَّلُ على المورد يدخل تسويتَه · الفاتورةُ تُفتح · والذمةُ المدينةُ تُسجَّل · ومهلةُ السداد تبدأ · المكلَّفُ يعمل في نطاق التكليف ومدته · والصلاحيةُ تُشتق منه · وينتهي آليًّا بانقضائه · الوحداتُ المعتمدةُ تُدرج ب  [nav09_map]"
"ادارة التشغيل",99.9901.50,"خارج الوثيقة — بانتظار قرار المالك","أخرى — للمراجعة (ب)","مصفوفة التزامات العقد · Contracts/contract_obligations.php","claims · claim_lines · claims.approved · org_assignments · org_structure · versions · penalties  [nav09_map]","ادارة المبيعات","البندُ يدخل المستخلصَ خصمًا أو إضافة · والمحمَّلُ على المورد يدخل تسويتَه · الفاتورةُ تُفتح · والذمةُ المدينةُ تُسجَّل · ومهلةُ السداد تبدأ · المكلَّفُ يعمل في نطاق التكليف ومدته · والصلاحيةُ تُشتق منه · وينتهي آليًّا بانقضائه · الوحداتُ المعتمدةُ تُدرج ب  [nav09_map]"
"ادارة التشغيل",99.9901.50,"خارج الوثيقة — بانتظار قرار المالك","أخرى — للمراجعة (ب)","لوحة الإسناد اليومي · Approvals/attribution_board.php","claims · claim_lines · claims.approved · org_assignments · org_structure · versions · penalties  [nav09_map]","ادارة التشغيل","البندُ يدخل المستخلصَ خصمًا أو إضافة · والمحمَّلُ على المورد يدخل تسويتَه · الفاتورةُ تُفتح · والذمةُ المدينةُ تُسجَّل · ومهلةُ السداد تبدأ · المكلَّفُ يعمل في نطاق التكليف ومدته · والصلاحيةُ تُشتق منه · وينتهي آليًّا بانقضائه · الوحداتُ المعتمدةُ تُدرج ب  [nav09_map]"
"ادارة التشغيل",99.9901.50,"خارج الوثيقة — بانتظار قرار المالك","أخرى — للمراجعة (ب)","احتساب الجزاءات والحوافز · Contracts/penalties.php","claims · claim_lines · claims.approved · org_assignments · org_structure · versions · penalties  [nav09_map]","ادارة المبيعات","البندُ يدخل المستخلصَ خصمًا أو إضافة · والمحمَّلُ على المورد يدخل تسويتَه · الفاتورةُ تُفتح · والذمةُ المدينةُ تُسجَّل · ومهلةُ السداد تبدأ · المكلَّفُ يعمل في نطاق التكليف ومدته · والصلاحيةُ تُشتق منه · وينتهي آليًّا بانقضائه · الوحداتُ المعتمدةُ تُدرج ب  [nav09_map]"
"ادارة التشغيل",99.9901.50,"خارج الوثيقة — بانتظار قرار المالك","أخرى — للمراجعة (ب)","مواقع التنفيذ · Projects/sites.php","claims · claim_lines · claims.approved · org_assignments · org_structure · versions · penalties  [nav09_map]","ادارة التشغيل","البندُ يدخل المستخلصَ خصمًا أو إضافة · والمحمَّلُ على المورد يدخل تسويتَه · الفاتورةُ تُفتح · والذمةُ المدينةُ تُسجَّل · ومهلةُ السداد تبدأ · المكلَّفُ يعمل في نطاق التكليف ومدته · والصلاحيةُ تُشتق منه · وينتهي آليًّا بانقضائه · الوحداتُ المعتمدةُ تُدرج ب  [nav09_map]"
